Consulta,Termo de pesquisa,Seção,URL,Título,Resumo,Data
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/ato-declaratorio-executivo-eqben/deleben/srrf08/rfb-n-1.532-de-12-de-novembro-de-2025-668642213,"Ato Declaratório Executivo EQBEN/DELEBEN/SRRF08ª/RFB nº 1.532, de 12 de novembro de 2025","da Lei nº 10.593, de 6 de dezembro de 2002 (Redação dada pela Lei nº 11.457, de 2007), o art. 8º da <span class='highlight' style='background:#FFA;'>Portaria</span> ... RFB nº 372, de 26 de outubro de 2023, e os arts. 2º e 4º da <span class='highlight' style='background:#FFA;'>Portaria</span> RFB nº 114, de 27 de janeiro de ... do art. 303 do Regimento Interno da Secretaria Especial da Receita Federal do Brasil, aprovado pela <span class='highlight' style='background:#FFA;'>Portaria</span> ... Art. 2ºA referida habilitação é específica para o projeto aprovado pela <span class='highlight' style='background:#FFA;'>Portaria</span> 235, de 06/03/2024,",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/autorizacao-sdl-anp-n-702-de-12-de-novembro-de-2025-668642053,"AUTORIZAÇÃO SDL-ANP Nº 702, DE 12 DE NOVEMBRO DE 2025","PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP, no uso das atribuições que lhe foram conferidas pela <span class='highlight' style='background:#FFA;'>Portaria</span> AUTORIZAÇÃO SDL-ANP Nº 702, DE 12 DE NOVEMBRO DE 2025 O SUPERINTENDENTE DE DISTRIBUIÇÃO E LOGÍSTICA da AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP, no uso das atribuições que lhe foram conferidas pela Portaria ANP ...",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/despacho-sdl-anp-n-1.576-de-12-de-novembro-de-2025-668641974,"DESPACHO SDL-ANP Nº 1.576, DE 12 DE NOVEMBRO DE 2025","PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP, no uso das atribuições que lhe foram conferidas pela <span class='highlight' style='background:#FFA;'>Portaria</span> DESPACHO SDL-ANP Nº 1.576, DE 12 DE NOVEMBRO DE 2025 O SUPERINTENDENTE ADJUNTO DE DISTRIBUIÇÃO E LOGÍSTICA DA AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP, no uso das atribuições que lhe foram conferidas pela Portar...",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/portaria-gm/ms-n-8.687-de-10-de-novembro-de-2025-668641897,"<span class='highlight' style='background:#FFA;'>Portaria</span> GM/MS Nº 8.687, DE 10 DE novembro DE 2025"," <span class='highlight' style='background:#FFA;'>Portaria</span> GM/MS Nº 8.687, DE 10 DE novembro DE 2025 Define diretrizes para a atuação do Ministério da ... Art. 3º Esta <span class='highlight' style='background:#FFA;'>Portaria</span> entra em vigor na data de sua publicação. ALEXANDRE ROCHA SANTOS PADILHAPortaria GM/MS Nº 8.687, DE 10 DE novembro DE 2025 Define diretrizes para a atuação do Mi...",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/portaria-gm/m-n-8.755-de-11-de-novembro-de-2025-668641820,"<span class='highlight' style='background:#FFA;'>Portaria</span> GM/M Nº 8.755, DE 11 DE novembro DE 2025"," <span class='highlight' style='background:#FFA;'>Portaria</span> GM/M Nº 8.755, DE 11 DE novembro DE 2025 Exclui proposta do Anexo da <span class='highlight' style='background:#FFA;'>Portaria</span> GM/MS nº 8.120 ... janeiro de 2012, Lei nº 8.080, de 19 de setembro de 1990, resolve: Art. 1º Fica excluída do Anexo da <span class='highlight' style='background:#FFA;'>Portaria</span> ... Art. 2º Esta <span class='highlight' style='background:#FFA;'>Portaria</span> entra em vigor na data de sua publicação. ALEXANDRE ROCHA SANTOS PADILHA ANEXO UF MUNICÍPIO ENTIDADE Nº DA PROPOSTA VALOR TOTAL DA PROPOSTA (R$) CÓD. EMENDA VALOR POR EMENDA (R$) FUNCIONAL PROGRAMÁTICA CNES VALOR (R$) PA BENEVIDES FUNDO MUNICIPAL DE SAUDE 36000696090202500 1.101.000,00 71150001 1.101.000,00 1030251182E900015 6401651 1.101.000,00",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/portaria-n-537-de-25-de-marco-de-2025-668641504,"<span class='highlight' style='background:#FFA;'>Portaria</span> Nº 537, de 25 DE MARÇO DE 2025"," <span class='highlight' style='background:#FFA;'>Portaria</span> Nº 537, de 25 DE MARÇO DE 2025 O SUPERINTENDENTE DE AGRICULTURA, PECUÁRIA NO ESTADO DE MINAS ... do Regimento Interno da Secretaria-Executiva do Ministério da Agricultura e Pecuária, aprovado pela <span class='highlight' style='background:#FFA;'>Portaria</span> ... Art. 2º Fica revogada a <span class='highlight' style='background:#FFA;'>Portaria</span> nº 0828 , DE 08 de janeiro de 2020. ... Art. 3º Esta <span class='highlight' style='background:#FFA;'>Portaria</span> entra em vigor na data de sua publicação Fabio Konovaloff Lacerda",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/despacho-668641101,Despacho,2016 - Vencimento em 08/10/2030 Determina cumprimento de exigência - Prazo 30 dias(718) 826.657/2017- <span class='highlight' style='background:#FFA;'>PORTO</span> LTDA -Alvará N°5942/2025 Nega Aprovação ao relatório de pesquisa(318) 826.138/2013-HILDA ADAMIO ROVEDA 826.479/2011-J I OLIVEIRA CONSTRUÇÃO ME 826.283/2013-VALDEMAR CARLETTO 826.303/2023-TRADISTONE COMERCIAL LTDA 826.202/2022-POLI MARMOR...,13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/autorizacao-sdl-anp-n-700-de-12-de-novembro-de-2025-668641022,"AUTORIZAÇÃO SDL-ANP Nº 700, DE 12 DE NOVEMBRO DE 2025","PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP, no uso das atribuições que lhe foram conferidas pela <span class='highlight' style='background:#FFA;'>Portaria</span> AUTORIZAÇÃO SDL-ANP Nº 700, DE 12 DE NOVEMBRO DE 2025 O SUPERINTENDENTE DE DISTRIBUIÇÃO E LOGÍSTICA da AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP, no uso das atribuições que lhe foram conferidas pela Portaria ANP ...",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/acordao-n-740/2025-antaq-668640941,ACÓRDÃO Nº 740/2025-ANTAQ,"forma do art. 28 da Resolução-ANTAQ nº 57, de 2021; 5.3. encaminhar os presentes autos ao Ministério de <span class='highlight' style='background:#FFA;'>Portos</span> ACÓRDÃO Nº 740/2025-ANTAQ 1. Processo: 50300.019164/2025-61 2. Interessados: Ferroport Logística Comercial Exportadora S.A., Prumo Logística S.A. e 3Point2 Investimentos em Logística Ltda. 3. Relator: Lima Filho 4. Unidade Técnica: Su...",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/acordao-n-746/2025-antaq-668640862,ACÓRDÃO Nº 746/2025-ANTAQ,"investimento originalmente previsto no 6º Termo Aditivo ao Contrato de Arrendamento nº 015/1996, celebrado no <span class='highlight' style='background:#FFA;'>Porto</span> ... investimento originalmente previsto no 6º Termo Aditivo ao Contrato de Arrendamento nº 015/1996, celebrado no <span class='highlight' style='background:#FFA;'>Porto</span> ... R$ 6.426.433,26 (dez/14, data-focal: 2022); 5.2. declarar, em conformidade com o art. 33, § 1º, da <span class='highlight' style='background:#FFA;'>Portaria</span> -MINFRA ... realizada pela Superintendência de Regulação desta ANTAQ; 5.3. encaminhar os autos à Secretaria Nacional de <span class='highlight' style='background:#FFA;'>Portos</span> ",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/acordao-n-761/2025-antaq-668640781,ACÓRDÃO Nº 761/2025-ANTAQ,"., já considerando o novo Plano de Desenvolvimento e Zoneamento do <span class='highlight' style='background:#FFA;'>Porto</span> Organizado de Belém/PA, e ados: Matapi Transporte Multimodal Ltda. e Companhia Docas do Pará (CDP) 3. Relatora: Flávia Takafashi 3.1. Revisor: Alber Vasconcelos 4. Unidade Técnica: Superintendência de Outorgas (SOG) 5. Acórdão: VISTOS, relatados e discutidos os presentes...",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/portaria-gm/ms-n-8.394-de-11-de-novembro-de-2025-668640700,"<span class='highlight' style='background:#FFA;'>Portaria</span> GM/MS Nº 8.394, DE 11 DE NOVEMBRO DE 2025"," <span class='highlight' style='background:#FFA;'>Portaria</span> GM/MS Nº 8.394, DE 11 DE NOVEMBRO DE 2025 Autoriza o repasse referente ao incremento financeiro ... atribuição que lhe confere o art. 87, parágrafo único, inciso I, da Constituição, e considerando a <span class='highlight' style='background:#FFA;'>Portaria</span> ... GM/MS nº 6.495 de 31 de dezembro de 2024, que alterou <span class='highlight' style='background:#FFA;'>Portaria</span> de Consolidação GM/MS nº 6, de 28 de ... Art. 5º Os recursos financeiros para a execução das atividades de que trata esta <span class='highlight' style='background:#FFA;'>Portaria</span> são oriundos ... Art. 6º Esta <span class='highlight' style='background:#FFA;'>Portaria</span> entra em vigor na data de sua publicação.",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/despachos-de-12-de-novembro-de-2025-668640619,DESPACHOS De 12 de novembro de 2025,"Processo: 08228.033683/2025-95 Requerente: <span class='highlight' style='background:#FFA;'>PORTO</span> REPRESENTACAO E CONSULTORIA EIRELI Prazo: 1 Ano Imigrantes pedidos de autorização de residência, constantes dos ofícios ao MRE nº 642/2025 de 06/11/2025, 643/2025 de 06/11/2025, 645/2025 de 07/11/2025, 646/2025 de 07/11/2025, 648/2025 de 10/11/2025, 649/2025 de 10/11/2025, 652/2025 de 11/11/202...",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/portaria-gm/ms-n-8.745-de-11-de-novembro-de-2025-668640540,"<span class='highlight' style='background:#FFA;'>Portaria</span> GM/MS Nº 8.745, DE 11 DE novembro DE 2025"," <span class='highlight' style='background:#FFA;'>Portaria</span> GM/MS Nº 8.745, DE 11 DE novembro DE 2025 Estabelece recurso financeiro do Bloco de Manutenção ... Art. 3º O recurso orçamentário, objeto desta <span class='highlight' style='background:#FFA;'>Portaria</span> , correrá por conta do orçamento do Ministério da ... Art. 4º Esta <span class='highlight' style='background:#FFA;'>Portaria</span> entra em vigor na data da sua publicação, com efeitos financeiros a partir da 11ª (décima primeira) parcela de 2025. ALEXANDRE ROCHA SANTOS PADILHA",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/portaria-gm/ms-n-8.778-de-12-de-novembro-de-2025-668640461,"<span class='highlight' style='background:#FFA;'>Portaria</span> GM/MS Nº 8.778, DE 12 DE novembro DE 2025"," <span class='highlight' style='background:#FFA;'>Portaria</span> GM/MS Nº 8.778, DE 12 DE novembro DE 2025 Habilita Unidade de Assistência de Alta Complexidade ... Assistência de Alta Complexidade em Traumatologia e Ortopedia, o estabelecimento descrito no Anexo a esta <span class='highlight' style='background:#FFA;'>Portaria</span> ... Art. 4º O recurso orçamentário objeto dessa <span class='highlight' style='background:#FFA;'>Portaria</span> correrá por conta do orçamento do Ministério da ... Art. 5º Esta <span class='highlight' style='background:#FFA;'>Portaria</span> entra em vigor na data da sua publicação, com efeitos financeiros a partir da 10ª",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/retificacao-668640145,Retificação,"Retificação No Anexo da <span class='highlight' style='background:#FFA;'>Portaria</span> GM/MS nº 3.166, de 03 de dezembro de 2019, publicada no Diário Oficialicada no Diário Oficial da União nº 234, de 4 de dezembro de 2025, Seção 1, página 68, ONDE SE LÊ: UF IBGE MUNICÍPIO ESTABELECIMENTO CNES GESTÃO Nº DA PROPOSTA SAIPS Nº SEI CÓDIGO E DESCRIÇÃO DA HABILITAÇÃO CUSTEIO DAS EQUIPES (R$ ANUAL) CE ...",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/decisao-surod-n-1.301-de-5-de-novembro-de-2025-668639910,"DECISÃO SUROD Nº 1.301, DE 5 DE NOVEMBRO DE 2025","Local/Município BR-277/PR 140+000 Pedágio São Luiz do Purunâ - Balsa Nova/PR BR-277/PR 158+000 Pedágio <span class='highlight' style='background:#FFA;'>Porto</span> ... Amazonas - <span class='highlight' style='background:#FFA;'>Porto</span> Amazonas/PR BR-476/PR 191+000 Pedágio Lapa - Lapa/PR BR-277/PR 249+000 Pedágio IratiDECISÃO SUROD Nº 1.301, DE 5 DE NOVEMBRO DE 2025 O Superintendente de Infr...",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/ato-declaratorio-executivo-cofis-n-18-de-4-de-novembro-de-2025-668639594,"ATO DECLARATÓRIO EXECUTIVO COFIS Nº 18, DE 4 DE NOVEMBRO DE 2025","inciso II, do Regimento Interno da Secretaria Especial da Receita Federal do Brasil, aprovado pela <span class='highlight' style='background:#FFA;'>Portaria</span> ... inciso II, do Regimento Interno da Secretaria Especial da Receita Federal do Brasil, aprovado pela <span class='highlight' style='background:#FFA;'>Portaria</span> ATO DECLARATÓRIO EXECUTIVO COFIS Nº 18, DE 4 DE NOVEMBRO DE 2025 Alte...",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/despachos-de-10-de-novembro-de-2025-668639515,DESPACHOS DE 10 DE NOVEMBRO DE 2025,"disposto na Lei nº 9.790, de 23 de março de 1999, no Decreto nº 3.100, de 30 de junho de 1999 e na <span class='highlight' style='background:#FFA;'>Portaria</span> DESPACHOS DE 10 DE NOVEMBRO DE 2025 O COORDENADOR DE OSCIP E ORGANIZAÇÕES ESTRANGEIRAS, no uso das atribuições conferidas pelo inciso IX do artigo 14 do Decreto nº 11.348, de 1º de janeiro de 2023, e considerando o disposto na Lei nº 9.7...",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/despacho-sdl-anp-n-1.575-de-12-de-novembro-de-2025-668639355,"DESPACHO SDL-ANP Nº 1.575, DE 12 DE NOVEMBRO DE 2025","PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP, no uso das atribuições que lhe foram conferidas pela <span class='highlight' style='background:#FFA;'>Portaria</span> DESPACHO SDL-ANP Nº 1.575, DE 12 DE NOVEMBRO DE 2025 O SUPERINTENDENTE ADJUNTO DE DISTRIBUIÇÃO E LOGÍSTICA DA AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP, no uso das atribuições que lhe foram conferidas pela Portar...",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/portaria-gm/ms-n-8.775-de-12-de-novembro-de-2025-668639120,"<span class='highlight' style='background:#FFA;'>Portaria</span> GM/ms Nº 8.775, DE 12 de NOVEMBro DE 2025"," <span class='highlight' style='background:#FFA;'>Portaria</span> GM/ms Nº 8.775, DE 12 de NOVEMBro DE 2025 Habilita estabelecimento para prestação de serviços ... Art. 3º A habilitação concedida por meio desta <span class='highlight' style='background:#FFA;'>Portaria</span> terá validade de 12 (doze) meses, contados da ... Art. 4º Esta <span class='highlight' style='background:#FFA;'>Portaria</span> entra em vigor na data de sua publicação. ALEXANDRE ROCHA SANTOS PADILHA",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/despacho-de-12-de-novembro-de-2025-668638881,DESPACHO DE 12 DE NOVEMBRO DE 2025,"pela Procuradoria-Geral da Fazenda Nacional, do disposto nos incisos II e III do § 6º do art. 2º da <span class='highlight' style='background:#FFA;'>Portaria</span> e de contragarantia, ambos referentes a Contrato de Financiamento a ser celebrado entre o Município de Vilhena - RO e a Caixa Econômica Federal, no valor de R$ 35.000.000,00 (trinta e cinco milhões de reais), cujos recursos se destinam...",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/despacho-n-3.291-de-5-de-novembro-de-2025-668638561,"DESPACHO Nº 3.291, DE 5 DE NOVEMBRO DE 2025","CONSUMO - ANEEL, no uso das suas competências, em conformidade com o disposto no inciso IV do art. 1º da <span class='highlight' style='background:#FFA;'>Portaria</span> s suas competências, em conformidade com o disposto no inciso IV do art. 1º da Portaria nº 4.595, de 23 de maio de 2017, e tendo em vista o que consta do Processo nº 48500.901769/2024-16, decide: Por conhecer do requerimento interp...",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/autorizacao-sdl-anp-n-699-de-12-de-novembro-de-2025-668638482,"AUTORIZAÇÃO SDL-ANP Nº 699, DE 12 DE NOVEMBRO DE 2025","PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP, no uso das atribuições que lhe foram conferidas pela <span class='highlight' style='background:#FFA;'>Portaria</span> AUTORIZAÇÃO SDL-ANP Nº 699, DE 12 DE NOVEMBRO DE 2025 O SUPERINTENDENTE DE DISTRIBUIÇÃO E LOGÍSTICA da AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP, no uso das atribuições que lhe foram conferidas pela Portaria ANP ...",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/acordao-n-739/2025-antaq-668638326,ACÓRDÃO Nº 739/2025-ANTAQ,"Interessados: Administração dos <span class='highlight' style='background:#FFA;'>Portos</span> de Paranaguá e Antonina - <span class='highlight' style='background:#FFA;'>Portos</span> do Paraná, FTS Participações ... VISTOS, relatados e discutidos os presentes autos de consulta externa formulada pela Administração dos <span class='highlight' style='background:#FFA;'>Portos</span> ... ante as razões expostas pelo Relator, em: 5.1. conhecer da consulta formulada pela Administração dos <span class='highlight' style='background:#FFA;'>Portos</span> ... acesso restrito, na forma do art. 28 da Resolução-ANTAQ nº 57/2021; 5.6. cientificar a Administração dos <span class='highlight' style='background:#FFA;'>Portos</span> ",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/acordao-n-755/2025-antaq-668638247,ACÓRDÃO Nº 755/2025-ANTAQ,"Interessado: Open <span class='highlight' style='background:#FFA;'>Port</span> Services Ltda. 3. Relatora: Flávia Takafashi 4. ... requerimento de registro de instalação de apoio ao transporte aquaviário denominada ""Terminal Pesqueiro de <span class='highlight' style='background:#FFA;'>Porto</span> ... 5.1. deferir o registro de instalação de apoio ao transporte aquaviário solicitado pela empresa Open <span class='highlight' style='background:#FFA;'>Port</span> ... CNPJ sob o nº 14.144.058/0001-13, referente à instalação portuária denominada ""Terminal Pesqueiro de <span class='highlight' style='background:#FFA;'>Porto</span> ... Grande"", localizada fora da poligonal do <span class='highlight' style='background:#FFA;'>Porto</span> Organizado de Itaqui, no Município de São Luís/MA, com",13/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/resolucao-re-n-4.529-de-12-de-novembro-de-2025-668638085,"RESOLUÇÃO-RE Nº 4.529, DE 12 DE novembro DE 2025","RESOLUÇÃO-RE Nº 4.529, DE 12 DE novembro DE 2025 A GERENTE-GERAL DE <span class='highlight' style='background:#FFA;'>PORTOS</span> , AEROPORTOS, FRONTEIRAS E ... 1º Conceder Cadastramento de filial vinculado à matriz para as Empresas prestadoras de serviços em <span class='highlight' style='background:#FFA;'>Portos</span> ... DISTRIBUIÇÃO E COMÉRCIO LTDA / 06.307.786/0001-70 25748.386858/2020-08 / 9091712 PRESTAR SERVIÇO EM <span class='highlight' style='background:#FFA;'>PORTOS</span> ",13/11/2025
